source,source_facility_id,hospital_name,state,district,pincode,latitude,longitude,classification,match_reason
"TN_HMIS","TNHMIS-KAN-1038","Government Community Health Centre, North Kanchipuram","Tamil Nadu","Kanchipuram","600001",11.910072212710869,78.44338693686052,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-KAN-1039","Government Primary Health Centre, Central Kanyakumari","Tamil Nadu","Kanyakumari","600001",11.500612176622873,78.63616551589703,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-KAN-1040","Government Community Health Centre, North Kanyakumari","Tamil Nadu","Kanyakumari","600001",12.122022010389834,77.53754243897053,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-KAR-1041","Government Primary Health Centre, Central Karur","Tamil Nadu","Karur","600001",11.450923801526011,78.25403122840537,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-KAR-1042","Government Community Health Centre, North Karur","Tamil Nadu","Karur","600001",11.885099836235401,79.42925794083327,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-KRI-1043","Government Primary Health Centre, Central Krishnagiri","Tamil Nadu","Krishnagiri","600001",11.171619799441462,78.25344110352862,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-KRI-1044","Government Community Health Centre, North Krishnagiri","Tamil Nadu","Krishnagiri","600001",11.737058114239382,77.49934504226128,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-MAD-1045","Government Primary Health Centre, Central Madurai","Tamil Nadu","Madurai","600001",12.236370790010357,78.68414980300352,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-MAD-1046","Government Community Health Centre, North Madurai","Tamil Nadu","Madurai","600001",12.134517344654732,78.67351352762635,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-MAY-1047","Government Primary Health Centre, Central Mayiladuthurai","Tamil Nadu","Mayiladuthurai","600001",12.616157044394138,77.37677385271665,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-MAY-1048","Government Community Health Centre, North Mayiladuthurai","Tamil Nadu","Mayiladuthurai","600001",11.514196553833585,79.21248791296118,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-NAG-1049","Government Primary Health Centre, Central Nagapattinam","Tamil Nadu","Nagapattinam","600001",12.348718419658862,79.06844258807494,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-NAG-1050","Government Community Health Centre, North Nagapattinam","Tamil Nadu","Nagapattinam","600001",11.31131752646357,78.70845399948053,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-NAM-1051","Government Primary Health Centre, Central Namakkal","Tamil Nadu","Namakkal","600001",12.188740030876014,78.82138042099163,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-NAM-1052","Government Community Health Centre, North Namakkal","Tamil Nadu","Namakkal","600001",11.644025907639483,78.20297598158761,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-NIL-1053","Government Primary Health Centre, Central Nilgiris","Tamil Nadu","Nilgiris","600001",12.842109116385505,78.77590893371548,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-NIL-1054","Government Community Health Centre, North Nilgiris","Tamil Nadu","Nilgiris","600001",11.674207218326435,78.61726333905747,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-PER-1055","Government Primary Health Centre, Central Perambalur","Tamil Nadu","Perambalur","600001",11.858339933713387,78.10273263496593,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-PER-1056","Government Community Health Centre, North Perambalur","Tamil Nadu","Perambalur","600001",12.703741974318593,77.20828179977288,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-PUD-1057","Government Primary Health Centre, Central Pudukkottai","Tamil Nadu","Pudukkottai","600001",12.799688854355267,78.226622330235,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-PUD-1058","Government Community Health Centre, North Pudukkottai","Tamil Nadu","Pudukkottai","600001",11.59462281303347,78.51348938640064,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-RAM-1059","Government Primary Health Centre, Central Ramanathapuram","Tamil Nadu","Ramanathapuram","600001",12.779239465809436,79.34408275376006,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-RAM-1060","Government Community Health Centre, North Ramanathapuram","Tamil Nadu","Ramanathapuram","600001",12.215664990407383,77.49955974415663,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-RAN-1061","Government Primary Health Centre, Central Ranipet","Tamil Nadu","Ranipet","600001",12.732416977184629,77.48893775387677,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-RAN-1062","Government Community Health Centre, North Ranipet","Tamil Nadu","Ranipet","600001",11.338773672419777,79.45104488415332,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-SAL-1063","Government Primary Health Centre, Central Salem","Tamil Nadu","Salem","600001",11.167170469438064,78.35903698008117,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-SAL-1064","Government Community Health Centre, North Salem","Tamil Nadu","Salem","600001",11.717695658629022,79.16636778452661,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-SIV-1065","Government Primary Health Centre, Central Sivaganga","Tamil Nadu","Sivaganga","600001",11.706753936122611,78.79395472639868,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-SIV-1066","Government Community Health Centre, North Sivaganga","Tamil Nadu","Sivaganga","600001",11.433526004403271,78.34130836649742,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-TEN-1067","Government Primary Health Centre, Central Tenkasi","Tamil Nadu","Tenkasi","600001",11.392198693092972,78.7791065728142,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-TEN-1068","Government Community Health Centre, North Tenkasi","Tamil Nadu","Tenkasi","600001",12.730509841453532,79.41025883398902,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-THA-1069","Government Primary Health Centre, Central Thanjavur","Tamil Nadu","Thanjavur","600001",11.841629088815132,77.11382865582277,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-THA-1070","Government Community Health Centre, North Thanjavur","Tamil Nadu","Thanjavur","600001",12.628811523673544,78.60324648018728,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-THE-1071","Government Primary Health Centre, Central Theni","Tamil Nadu","Theni","600001",12.828724054864702,77.13306297783643,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-THE-1072","Government Community Health Centre, North Theni","Tamil Nadu","Theni","600001",11.461264577437076,77.26334022680103,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-THO-1073","Government Primary Health Centre, Central Thoothukudi","Tamil Nadu","Thoothukudi","600001",12.07934586315935,77.92023724561132,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-THO-1074","Government Community Health Centre, North Thoothukudi","Tamil Nadu","Thoothukudi","600001",11.026973686533033,78.99268983825131,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-TIR-1075","Government Primary Health Centre, Central Tiruchirappalli","Tamil Nadu","Tiruchirappalli","600001",12.207369884438032,77.59551817654776,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-TIR-1076","Government Community Health Centre, North Tiruchirappalli","Tamil Nadu","Tiruchirappalli","600001",12.296766046012682,79.1634069883268,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-TIR-1077","Government Primary Health Centre, Central Tirunelveli","Tamil Nadu","Tirunelveli","600001",11.263976180684953,77.64586542358977,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-TIR-1078","Government Community Health Centre, North Tirunelveli","Tamil Nadu","Tirunelveli","600001",11.216917149870836,78.0869718234583,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-TIR-1079","Government Primary Health Centre, Central Tirupathur","Tamil Nadu","Tirupathur","600001",12.927996279923033,78.40152039706005,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-TIR-1080","Government Community Health Centre, North Tirupathur","Tamil Nadu","Tirupathur","600001",11.920547973918158,77.58190487531968,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-TIR-1081","Government Primary Health Centre, Central Tiruppur","Tamil Nadu","Tiruppur","600001",12.394991394881703,78.20456813165265,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-TIR-1082","Government Community Health Centre, North Tiruppur","Tamil Nadu","Tiruppur","600001",12.784058851693697,78.19446304316348,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-TIR-1083","Government Primary Health Centre, Central Tiruvallur","Tamil Nadu","Tiruvallur","600001",11.71538109110405,77.79068793125207,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-TIR-1084","Government Community Health Centre, North Tiruvallur","Tamil Nadu","Tiruvallur","600001",12.091051698434566,77.88937178284499,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-TIR-1085","Government Primary Health Centre, Central Tiruvannamalai","Tamil Nadu","Tiruvannamalai","600001",11.511130067464904,77.71918550131691,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-TIR-1086","Government Community Health Centre, North Tiruvannamalai","Tamil Nadu","Tiruvannamalai","600001",12.26935521764811,78.44219412519779,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-TIR-1087","Government Primary Health Centre, Central Tiruvarur","Tamil Nadu","Tiruvarur","600001",12.272146838723845,78.80543289707079,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-TIR-1088","Government Community Health Centre, North Tiruvarur","Tamil Nadu","Tiruvarur","600001",12.706734836347643,78.58432982939499,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-VEL-1089","Government Primary Health Centre, Central Vellore","Tamil Nadu","Vellore","600001",12.200369806900252,77.63691540927582,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-VEL-1090","Government Community Health Centre, North Vellore","Tamil Nadu","Vellore","600001",12.070278481010572,78.19058480506588,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-VIL-1091","Government Primary Health Centre, Central Viluppuram","Tamil Nadu","Viluppuram","600001",12.257842853738396,77.8216436356088,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-VIL-1092","Government Community Health Centre, North Viluppuram","Tamil Nadu","Viluppuram","600001",11.393047518493415,77.19058956521589,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-VIR-1093","Government Primary Health Centre, Central Virudhunagar","Tamil Nadu","Virudhunagar","600001",12.238758265291395,77.59774538530459,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-VIR-1094","Government Community Health Centre, North Virudhunagar","Tamil Nadu","Virudhunagar","600001",11.169655492577428,77.44366837237405,"NEW","NO_MATCH"
