id,latitude,longitude,location,state,district,pincode,hospital_name,hospital_category,hospital_care_type,specialties,facilities,emergency_services,website,phone,source_name,source_facility_id,source_record_id,data_quality_status,coordinate_quality_status,validation_errors
30054,11.674207218326435,78.61726333905747,"POINT(78.61726333905747 11.674207218326435)","Tamil Nadu","Nilgiris","600001","Government Community Health Centre, North Nilgiris","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-NIL-1054",30054,CLEANED,VALID_COORDINATE,
30055,11.858339933713387,78.10273263496593,"POINT(78.10273263496593 11.858339933713387)","Tamil Nadu","Perambalur","600001","Government Primary Health Centre, Central Perambalur","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-PER-1055",30055,CLEANED,VALID_COORDINATE,
30056,12.703741974318593,77.20828179977288,"POINT(77.20828179977288 12.703741974318593)","Tamil Nadu","Perambalur","600001","Government Community Health Centre, North Perambalur","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-PER-1056",30056,CLEANED,VALID_COORDINATE,
30057,12.799688854355267,78.226622330235,"POINT(78.226622330235 12.799688854355267)","Tamil Nadu","Pudukkottai","600001","Government Primary Health Centre, Central Pudukkottai","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-PUD-1057",30057,CLEANED,VALID_COORDINATE,
30058,11.59462281303347,78.51348938640064,"POINT(78.51348938640064 11.59462281303347)","Tamil Nadu","Pudukkottai","600001","Government Community Health Centre, North Pudukkottai","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-PUD-1058",30058,CLEANED,VALID_COORDINATE,
30059,12.779239465809436,79.34408275376006,"POINT(79.34408275376006 12.779239465809436)","Tamil Nadu","Ramanathapuram","600001","Government Primary Health Centre, Central Ramanathapuram","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-RAM-1059",30059,CLEANED,VALID_COORDINATE,
30060,12.215664990407383,77.49955974415663,"POINT(77.49955974415663 12.215664990407383)","Tamil Nadu","Ramanathapuram","600001","Government Community Health Centre, North Ramanathapuram","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-RAM-1060",30060,CLEANED,VALID_COORDINATE,
30061,12.732416977184629,77.48893775387677,"POINT(77.48893775387677 12.732416977184629)","Tamil Nadu","Ranipet","600001","Government Primary Health Centre, Central Ranipet","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-RAN-1061",30061,CLEANED,VALID_COORDINATE,
30062,11.338773672419777,79.45104488415332,"POINT(79.45104488415332 11.338773672419777)","Tamil Nadu","Ranipet","600001","Government Community Health Centre, North Ranipet","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-RAN-1062",30062,CLEANED,VALID_COORDINATE,
30063,11.167170469438064,78.35903698008117,"POINT(78.35903698008117 11.167170469438064)","Tamil Nadu","Salem","600001","Government Primary Health Centre, Central Salem","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-SAL-1063",30063,CLEANED,VALID_COORDINATE,
30064,11.717695658629022,79.16636778452661,"POINT(79.16636778452661 11.717695658629022)","Tamil Nadu","Salem","600001","Government Community Health Centre, North Salem","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-SAL-1064",30064,CLEANED,VALID_COORDINATE,
30065,11.706753936122611,78.79395472639868,"POINT(78.79395472639868 11.706753936122611)","Tamil Nadu","Sivaganga","600001","Government Primary Health Centre, Central Sivaganga","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-SIV-1065",30065,CLEANED,VALID_COORDINATE,
30066,11.433526004403271,78.34130836649742,"POINT(78.34130836649742 11.433526004403271)","Tamil Nadu","Sivaganga","600001","Government Community Health Centre, North Sivaganga","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-SIV-1066",30066,CLEANED,VALID_COORDINATE,
30067,11.392198693092972,78.7791065728142,"POINT(78.7791065728142 11.392198693092972)","Tamil Nadu","Tenkasi","600001","Government Primary Health Centre, Central Tenkasi","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-TEN-1067",30067,CLEANED,VALID_COORDINATE,
30068,12.730509841453532,79.41025883398902,"POINT(79.41025883398902 12.730509841453532)","Tamil Nadu","Tenkasi","600001","Government Community Health Centre, North Tenkasi","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-TEN-1068",30068,CLEANED,VALID_COORDINATE,
30069,11.841629088815132,77.11382865582277,"POINT(77.11382865582277 11.841629088815132)","Tamil Nadu","Thanjavur","600001","Government Primary Health Centre, Central Thanjavur","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-THA-1069",30069,CLEANED,VALID_COORDINATE,
30070,12.628811523673544,78.60324648018728,"POINT(78.60324648018728 12.628811523673544)","Tamil Nadu","Thanjavur","600001","Government Community Health Centre, North Thanjavur","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-THA-1070",30070,CLEANED,VALID_COORDINATE,
30071,12.828724054864702,77.13306297783643,"POINT(77.13306297783643 12.828724054864702)","Tamil Nadu","Theni","600001","Government Primary Health Centre, Central Theni","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-THE-1071",30071,CLEANED,VALID_COORDINATE,
30072,11.461264577437076,77.26334022680103,"POINT(77.26334022680103 11.461264577437076)","Tamil Nadu","Theni","600001","Government Community Health Centre, North Theni","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-THE-1072",30072,CLEANED,VALID_COORDINATE,
30073,12.07934586315935,77.92023724561132,"POINT(77.92023724561132 12.07934586315935)","Tamil Nadu","Thoothukudi","600001","Government Primary Health Centre, Central Thoothukudi","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-THO-1073",30073,CLEANED,VALID_COORDINATE,
30074,11.026973686533033,78.99268983825131,"POINT(78.99268983825131 11.026973686533033)","Tamil Nadu","Thoothukudi","600001","Government Community Health Centre, North Thoothukudi","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-THO-1074",30074,CLEANED,VALID_COORDINATE,
30075,12.207369884438032,77.59551817654776,"POINT(77.59551817654776 12.207369884438032)","Tamil Nadu","Tiruchirappalli","600001","Government Primary Health Centre, Central Tiruchirappalli","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-TIR-1075",30075,CLEANED,VALID_COORDINATE,
30076,12.296766046012682,79.1634069883268,"POINT(79.1634069883268 12.296766046012682)","Tamil Nadu","Tiruchirappalli","600001","Government Community Health Centre, North Tiruchirappalli","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-TIR-1076",30076,CLEANED,VALID_COORDINATE,
30077,11.263976180684953,77.64586542358977,"POINT(77.64586542358977 11.263976180684953)","Tamil Nadu","Tirunelveli","600001","Government Primary Health Centre, Central Tirunelveli","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-TIR-1077",30077,CLEANED,VALID_COORDINATE,
30078,11.216917149870836,78.0869718234583,"POINT(78.0869718234583 11.216917149870836)","Tamil Nadu","Tirunelveli","600001","Government Community Health Centre, North Tirunelveli","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-TIR-1078",30078,CLEANED,VALID_COORDINATE,
30079,12.927996279923033,78.40152039706005,"POINT(78.40152039706005 12.927996279923033)","Tamil Nadu","Tirupathur","600001","Government Primary Health Centre, Central Tirupathur","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-TIR-1079",30079,CLEANED,VALID_COORDINATE,
30080,11.920547973918158,77.58190487531968,"POINT(77.58190487531968 11.920547973918158)","Tamil Nadu","Tirupathur","600001","Government Community Health Centre, North Tirupathur","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-TIR-1080",30080,CLEANED,VALID_COORDINATE,
30081,12.394991394881703,78.20456813165265,"POINT(78.20456813165265 12.394991394881703)","Tamil Nadu","Tiruppur","600001","Government Primary Health Centre, Central Tiruppur","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-TIR-1081",30081,CLEANED,VALID_COORDINATE,
30082,12.784058851693697,78.19446304316348,"POINT(78.19446304316348 12.784058851693697)","Tamil Nadu","Tiruppur","600001","Government Community Health Centre, North Tiruppur","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-TIR-1082",30082,CLEANED,VALID_COORDINATE,
30083,11.71538109110405,77.79068793125207,"POINT(77.79068793125207 11.71538109110405)","Tamil Nadu","Tiruvallur","600001","Government Primary Health Centre, Central Tiruvallur","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-TIR-1083",30083,CLEANED,VALID_COORDINATE,
30084,12.091051698434566,77.88937178284499,"POINT(77.88937178284499 12.091051698434566)","Tamil Nadu","Tiruvallur","600001","Government Community Health Centre, North Tiruvallur","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-TIR-1084",30084,CLEANED,VALID_COORDINATE,
30085,11.511130067464904,77.71918550131691,"POINT(77.71918550131691 11.511130067464904)","Tamil Nadu","Tiruvannamalai","600001","Government Primary Health Centre, Central Tiruvannamalai","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-TIR-1085",30085,CLEANED,VALID_COORDINATE,
30086,12.26935521764811,78.44219412519779,"POINT(78.44219412519779 12.26935521764811)","Tamil Nadu","Tiruvannamalai","600001","Government Community Health Centre, North Tiruvannamalai","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-TIR-1086",30086,CLEANED,VALID_COORDINATE,
30087,12.272146838723845,78.80543289707079,"POINT(78.80543289707079 12.272146838723845)","Tamil Nadu","Tiruvarur","600001","Government Primary Health Centre, Central Tiruvarur","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-TIR-1087",30087,CLEANED,VALID_COORDINATE,
30088,12.706734836347643,78.58432982939499,"POINT(78.58432982939499 12.706734836347643)","Tamil Nadu","Tiruvarur","600001","Government Community Health Centre, North Tiruvarur","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-TIR-1088",30088,CLEANED,VALID_COORDINATE,
30089,12.200369806900252,77.63691540927582,"POINT(77.63691540927582 12.200369806900252)","Tamil Nadu","Vellore","600001","Government Primary Health Centre, Central Vellore","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-VEL-1089",30089,CLEANED,VALID_COORDINATE,
30090,12.070278481010572,78.19058480506588,"POINT(78.19058480506588 12.070278481010572)","Tamil Nadu","Vellore","600001","Government Community Health Centre, North Vellore","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-VEL-1090",30090,CLEANED,VALID_COORDINATE,
30091,12.257842853738396,77.8216436356088,"POINT(77.8216436356088 12.257842853738396)","Tamil Nadu","Viluppuram","600001","Government Primary Health Centre, Central Viluppuram","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-VIL-1091",30091,CLEANED,VALID_COORDINATE,
30092,11.393047518493415,77.19058956521589,"POINT(77.19058956521589 11.393047518493415)","Tamil Nadu","Viluppuram","600001","Government Community Health Centre, North Viluppuram","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-VIL-1092",30092,CLEANED,VALID_COORDINATE,
30093,12.238758265291395,77.59774538530459,"POINT(77.59774538530459 12.238758265291395)","Tamil Nadu","Virudhunagar","600001","Government Primary Health Centre, Central Virudhunagar","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-VIR-1093",30093,CLEANED,VALID_COORDINATE,
30094,11.169655492577428,77.44366837237405,"POINT(77.44366837237405 11.169655492577428)","Tamil Nadu","Virudhunagar","600001","Government Community Health Centre, North Virudhunagar","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-VIR-1094",30094,CLEANED,VALID_COORDINATE,
